Label,Image_Path
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_597_7645747.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_332_8621955.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_303637.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_243213.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_317130.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_528_7186378.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_809286.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_129_3087703.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_193_3492664.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_577892.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_55_242901.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_60_2618961.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_167_8896852.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_102750.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_589_8091249.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_4_2755895.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_463171.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_341_9633206.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_111710.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_403_5354379.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_937156.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_175269.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_360_2209526.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_96_9611744.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_147_984524.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_770604.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_23_4940015.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_820417.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_423_2328186.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_459_9985677.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_824665.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_566_4168720.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_578_6036171.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_324706.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_466_3085403.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_188_168784.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_10_1542412.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_985054.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_71_8020728.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_547_1788740.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_330_2783784.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_480_9111220.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_196_8712547.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_349_8486185.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_114899.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_633258.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_153085.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_547_9181686.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_31_3476805.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_606591.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_128423.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_190_7423099.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_298364.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_702907.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_198_7322953.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_365_5329251.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_24_7882378.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_411_6470520.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_603_3731323.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_21_3086443.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_387_4862040.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_641976.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_412372.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_476192.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_907484.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_58432.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_0_6050178.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_570_1642139.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_351_7755401.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_155_7872404.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_517020.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_498_7437878.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_346_6759051.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_945489.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_563_2246739.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_254_2958706.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_62_8184773.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_375_9708345.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_422_8392177.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_166406.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_235_122713.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_119_1139500.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_11_4172380.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_546_1092713.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_344_8469276.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_236510.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_424_4707602.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_343_6886167.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_123_4411385.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_466_9712437.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_29_4570301.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_213_706417.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_438_4810002.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_608637.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_189_6982481.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_489_4427605.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_381_4084456.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_602_3124531.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_576_2538296.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_461177.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_324_6096311.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_163_4101419.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_932159.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_356_7677490.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_503_9060223.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_463_8180632.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_116_1120807.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_222_4387506.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_397684.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_806767.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_63_2359364.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_158_233430.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_783348.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_45_320680.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_435917.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_43_4548589.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_442_3595456.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_303_4340591.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_457610.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_720434.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_378251.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_42246.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_395695.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_142_8863636.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_117_5024849.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_485187.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_301_179278.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_93147.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_710454.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_965388.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_585_8119158.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_230_1531149.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_18821.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_310106.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_922772.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_406_4716441.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_566_184122.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_483_3859632.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_584_4427924.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_58746.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_468972.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_824897.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_505208.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_577_3232328.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_305735.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_561_936348.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_579_2492587.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_470873.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_275_3888916.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_414_1315547.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_451_827422.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_497743.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_436_8917071.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_250_3786483.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_362_7471167.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_484717.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_191_7005401.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_211_9231593.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_228_8035335.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_207_9382927.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_17_5548438.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_499_4926396.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_500_7485627.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_340_5026138.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_37_2898416.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_142_1675184.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_297732.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_504467.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_281_2937968.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_578023.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_202_8643497.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_391_2254037.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_139_137030.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_788432.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_260_3720502.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_13_214304.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_38_5056662.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_476_1427399.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_374_2232079.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_204774.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_418106.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_202_4862236.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_184682.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_606_5809887.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_552972.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_6_2718578.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_28_5183500.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_45_3246303.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_607_317871.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_127868.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_661119.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_157_9596518.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_11_6032647.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_462_452298.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_317_2869963.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_366_41472.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_287643.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_376_9962720.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_105_379933.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_533618.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_434177.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_130694.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_504098.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_225_3763630.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_192_7307839.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_90_3180985.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_749108.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_107_3318506.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_592_9666169.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_141_6201581.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_532264.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_63104.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_411_5281160.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_319_5637702.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_668105.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_493_4666283.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_470_6241682.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_350_2125132.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_252_6511369.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_413080.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_845115.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_154_1196179.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_550_7150543.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_193488.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_835431.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_13_7626361.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_74901.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_980473.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_340913.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_345_2790103.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_786369.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_53_3004704.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_295_7607557.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_601_3594846.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_431_4537152.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_42_4942136.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_247_8654055.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_168028.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_412942.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_12_2556717.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_505_841247.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_337027.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_363_9090721.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_15_5544347.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_808405.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_41_7176125.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_831290.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_29_2491302.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_562_1080176.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_878109.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_123_1057107.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_319331.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_355_748136.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_245_368078.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_88_3402879.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_742698.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_576591.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_594501.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_582405.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_336_8705864.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_449_7933322.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_213_2787179.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_294_3153996.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_855924.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_520_128864.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_552_8410723.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_318_8064347.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_99_9825673.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_492819.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_549_6231942.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_994163.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_208_7741458.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_186_2387336.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_582_8277619.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_338_2515325.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_32996.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_299_128421.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_7_9050132.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_268_835001.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_358_250163.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_179_8266603.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_73_4746935.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_580.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_509_6346678.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_92_3845673.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_354_2958083.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_535_5277500.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_267_9313755.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_595_6781634.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_581736.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_39_601435.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_83_5858738.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_453670.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_925384.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_915247.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_174_1502132.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_795062.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_80_3316391.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_721289.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_472669.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_273_9297565.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_315_2874651.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_335_5749798.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_215_8694464.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_251_3367144.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_506_2905942.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_372_4515402.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_2_5430278.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_224_5274648.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_487_9696929.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_868292.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_440_4346774.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_158249.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_393_3105497.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_368_7514818.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_225540.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_695712.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/processed_processed_BA_136209.jpg
basophil,../src/data/split_data/train_balanced_masked/basophil/aug_382_1434534.jpg
