Label,Image_Path,ImageSize,CellArea,CellPerimeter,CellCircularity
basophil,../src/data/cropped_images/processed_BA_49997.jpg,129600,12381.0,637.8132690191269,2.6146978660434397
basophil,../src/data/cropped_images/processed_BA_833409.jpg,129600,10904.5,502.45792984962463,1.8423994213414205
basophil,../src/data/cropped_images/processed_BA_196807.jpg,129600,10202.0,1023.7442891597748,8.175000746862638
basophil,../src/data/cropped_images/processed_BA_30267.jpg,129600,10794.0,528.9015821218491,2.0623266530223217
basophil,../src/data/cropped_images/processed_BA_988506.jpg,129600,12377.0,545.6711349487305,1.9144177265638147
basophil,../src/data/cropped_images/processed_BA_124938.jpg,129600,11280.5,476.85995173454285,1.6041445018313065
basophil,../src/data/cropped_images/processed_BA_994113.jpg,129600,9735.5,447.68837893009186,1.6382626011677215
basophil,../src/data/cropped_images/processed_BA_372252.jpg,129600,13545.5,475.3452342748642,1.3274353644591554
basophil,../src/data/cropped_images/processed_BA_83911.jpg,129600,11241.0,479.2447270154953,1.6259226254146748
basophil,../src/data/cropped_images/processed_BA_845210.jpg,129600,11052.5,1204.6387301683426,10.44824280143261
basophil,../src/data/cropped_images/processed_BA_629062.jpg,129600,9993.5,628.0559096336365,3.1410086472117587
basophil,../src/data/cropped_images/processed_BA_775053.jpg,129600,13598.5,610.3990552425385,2.1803531212532765
basophil,../src/data/cropped_images/processed_BA_345373.jpg,129600,11240.0,884.0630509853363,5.53337755793003
basophil,../src/data/cropped_images/processed_BA_219183.jpg,129600,8551.5,374.91882622241974,1.3080439405388053
basophil,../src/data/cropped_images/processed_BA_270647.jpg,129600,12054.5,512.8010767698288,1.7359563130368987
basophil,../src/data/cropped_images/processed_BA_356694.jpg,129600,10028.0,459.9310191869736,1.6786540870152804
basophil,../src/data/cropped_images/processed_BA_48862.jpg,129600,8854.5,441.0609623193741,1.748329699236671
basophil,../src/data/cropped_images/processed_BA_426699.jpg,129600,8470.5,594.3990552425385,3.319229717451258
basophil,../src/data/cropped_images/processed_BA_163898.jpg,129600,12231.5,1143.0996267795563,8.501167676042341
basophil,../src/data/cropped_images/processed_BA_318538.jpg,129600,13617.0,611.9554054737091,2.188508557546519
basophil,../src/data/cropped_images/processed_BA_830328.jpg,129600,14341.0,938.9747364521027,4.892361222450101
basophil,../src/data/cropped_images/processed_BA_49215.jpg,129600,9439.5,678.3401799201965,3.8791469305748296
basophil,../src/data/cropped_images/processed_BA_691060.jpg,129600,8498.5,727.2518675327301,4.9524208980252915
basophil,../src/data/cropped_images/processed_BA_312613.jpg,129600,15384.0,571.1858520507812,1.687624214354623
basophil,../src/data/cropped_images/processed_BA_214538.jpg,129600,7606.0,386.6761872768402,1.564331066916435
basophil,../src/data/cropped_images/processed_BA_279501.jpg,129600,8649.5,416.8599512577057,1.5987460327152598
basophil,../src/data/cropped_images/processed_BA_912566.jpg,129600,13763.5,536.1147842407227,1.661792583182779
basophil,../src/data/cropped_images/processed_BA_904489.jpg,129600,14180.0,616.2985498905182,2.131553300521576
basophil,../src/data/cropped_images/processed_BA_383453.jpg,129600,8056.0,371.0193326473236,1.3597646866492865
basophil,../src/data/cropped_images/processed_BA_731764.jpg,129600,10010.5,681.9970345497131,3.697424703578872
basophil,../src/data/cropped_images/processed_BA_174705.jpg,129600,10514.5,417.4041078090668,1.3186056983105072
basophil,../src/data/cropped_images/processed_BA_177230.jpg,129600,12118.0,628.0975407361984,2.5906776220509022
basophil,../src/data/cropped_images/processed_BA_970453.jpg,129600,9900.0,628.9259672164917,3.1794646008257623
basophil,../src/data/cropped_images/processed_BA_608126.jpg,129600,9569.5,429.4041076898575,1.533321687333463
basophil,../src/data/cropped_images/processed_BA_892429.jpg,129600,13734.0,887.0336118936539,4.559038357817776
basophil,../src/data/cropped_images/processed_BA_558965.jpg,129600,13509.0,630.2985509634018,2.3402354387698288
basophil,../src/data/cropped_images/processed_BA_886460.jpg,129600,13154.0,559.1858531236649,1.8916668347028514
basophil,../src/data/cropped_images/processed_BA_525742.jpg,129600,10471.0,410.8183205127716,1.2826305563182172
basophil,../src/data/cropped_images/processed_BA_262646.jpg,129600,8749.0,411.16146874427795,1.5376466166794804
basophil,../src/data/cropped_images/processed_BA_218471.jpg,129600,13843.5,883.4772635698318,4.486782172752237
basophil,../src/data/cropped_images/processed_BA_385552.jpg,129600,10886.5,602.2569210529327,2.651340208953076
basophil,../src/data/cropped_images/processed_BA_329684.jpg,129600,14733.5,1103.9869294166565,6.582821392038956
basophil,../src/data/cropped_images/processed_BA_320878.jpg,129600,11221.5,676.9675960540771,3.2499373152189657
basophil,../src/data/cropped_images/processed_BA_114542.jpg,129600,8369.5,706.0802960395813,4.740223365284039
basophil,../src/data/cropped_images/processed_BA_436500.jpg,129600,11027.0,432.8183217048645,1.3518983399696036
basophil,../src/data/cropped_images/processed_BA_892159.jpg,129600,13599.5,634.1980452537537,2.3535151202997113
basophil,../src/data/cropped_images/processed_BA_266178.jpg,129600,10119.0,508.5584366321564,2.0339218729315167
basophil,../src/data/cropped_images/processed_BA_263028.jpg,129600,6999.0,347.3624777793884,1.3718920849125384
basophil,../src/data/cropped_images/processed_BA_309583.jpg,129600,11831.5,723.6538883447647,3.522184713875766
basophil,../src/data/cropped_images/processed_BA_25245.jpg,129600,9252.5,428.37467110157013,1.578260219723635
basophil,../src/data/cropped_images/processed_BA_659962.jpg,129600,15808.5,547.4284929037094,1.5085311019042178
basophil,../src/data/cropped_images/processed_BA_309434.jpg,129600,8449.5,837.3940026760101,6.604178729182869
basophil,../src/data/cropped_images/processed_BA_895971.jpg,129600,10838.0,466.7594472169876,1.5996582971921343
basophil,../src/data/cropped_images/processed_BA_602999.jpg,129600,10608.0,544.357424736023,2.222925596021258
basophil,../src/data/cropped_images/processed_BA_279676.jpg,129600,8666.0,870.7493413686752,6.962380602352205
basophil,../src/data/cropped_images/processed_BA_990612.jpg,129600,11856.0,583.6711341142654,2.286590402614934
basophil,../src/data/cropped_images/processed_BA_490072.jpg,129600,8799.5,434.85995173454285,1.7101372505833592
basophil,../src/data/cropped_images/processed_BA_552455.jpg,129600,11386.5,559.7716393470764,2.1898868115486305
basophil,../src/data/cropped_images/processed_BA_285156.jpg,129600,9431.0,734.038663983345,4.546427430303877
basophil,../src/data/cropped_images/processed_BA_807787.jpg,129600,11286.0,1020.0041745901108,7.335909896559925
basophil,../src/data/cropped_images/processed_BA_556627.jpg,129600,10444.0,437.4457391500473,1.4580474386057962
basophil,../src/data/cropped_images/processed_BA_461909.jpg,129600,13507.0,633.9554045200348,2.367819829587694
basophil,../src/data/cropped_images/processed_BA_386305.jpg,129600,11237.0,717.7543941736221,3.648307828224181
basophil,../src/data/cropped_images/processed_BA_284260.jpg,129600,9709.5,772.7077111005783,4.893546983305722
basophil,../src/data/cropped_images/processed_BA_938239.jpg,129600,10130.5,597.0853477716446,2.8004774687493694
basophil,../src/data/cropped_images/processed_BA_430561.jpg,129600,8745.0,594.641695857048,3.217666573407271
basophil,../src/data/cropped_images/processed_BA_640980.jpg,129600,10452.0,474.4163008928299,1.713601922678075
basophil,../src/data/cropped_images/processed_BA_888511.jpg,129600,8305.0,357.98989474773407,1.2279820950797022
basophil,../src/data/cropped_images/processed_BA_38638.jpg,129600,9136.0,518.8427066802979,2.3447982301968797
basophil,../src/data/cropped_images/processed_BA_379312.jpg,129600,11347.0,1139.3422672748566,9.103690811214252
basophil,../src/data/cropped_images/processed_BA_237069.jpg,129600,11236.0,534.9015829563141,2.026404642217992
basophil,../src/data/cropped_images/processed_BA_398846.jpg,129600,11804.5,554.256920337677,2.070926989560307
basophil,../src/data/cropped_images/processed_BA_486837.jpg,129600,11897.5,1182.0701892375946,9.34589618220511
basophil,../src/data/cropped_images/processed_BA_406945.jpg,129600,15264.5,684.3401795625687,2.441471345774718
basophil,../src/data/cropped_images/processed_BA_855006.jpg,129600,8867.0,441.6467487812042,1.7505055937499183
basophil,../src/data/cropped_images/processed_BA_618537.jpg,129600,9063.0,603.6122583150864,3.1991474540405904
basophil,../src/data/cropped_images/processed_BA_420010.jpg,129600,14840.5,704.7665861845016,2.663374354778264
basophil,../src/data/cropped_images/processed_BA_154572.jpg,129600,11281.0,490.0731543302536,1.6941987724445413
basophil,../src/data/cropped_images/processed_BA_141631.jpg,129600,8059.5,419.54624378681183,1.7379677395228124
basophil,../src/data/cropped_images/processed_BA_564691.jpg,129600,10995.0,876.3473191261292,5.558369671974503
basophil,../src/data/cropped_images/processed_BA_688859.jpg,129600,16500.0,773.1513608694077,2.8829375913653275
basophil,../src/data/cropped_images/processed_BA_76584.jpg,129600,11593.0,619.955403804779,2.6382454622170144
basophil,../src/data/cropped_images/processed_BA_408987.jpg,129600,14096.0,909.8620390892029,4.673533249531003
basophil,../src/data/cropped_images/processed_BA_381452.jpg,129600,8298.5,544.1147844791412,2.839040518319488
basophil,../src/data/cropped_images/processed_BA_32675.jpg,129600,9320.0,850.8914756774902,6.181908452904856
basophil,../src/data/cropped_images/processed_BA_804739.jpg,129600,14235.5,996.3889501094818,5.549772945873964
basophil,../src/data/cropped_images/processed_BA_790227.jpg,129600,11733.5,413.546244263649,1.1598737517124766
basophil,../src/data/cropped_images/processed_BA_484573.jpg,129600,8333.5,513.6295033693314,2.5191998418079615
basophil,../src/data/cropped_images/processed_BA_872678.jpg,129600,9745.0,565.8132693767548,2.614294739634221
basophil,../src/data/cropped_images/processed_BA_84276.jpg,129600,14269.5,1225.9524391889572,8.381632681425494
basophil,../src/data/cropped_images/processed_BA_455128.jpg,129600,11668.5,562.1147848367691,2.1548900809972147
basophil,../src/data/cropped_images/processed_BA_885582.jpg,129600,8966.5,646.6833254098892,3.7115089227088647
basophil,../src/data/cropped_images/processed_BA_769899.jpg,129600,15175.0,795.4112482070923,3.31775943324195
basophil,../src/data/cropped_images/processed_BA_417333.jpg,129600,9188.5,498.5168056488037,2.1523114860902646
basophil,../src/data/cropped_images/processed_BA_59759.jpg,129600,10457.5,484.37467086315155,1.7853571708197231
basophil,../src/data/cropped_images/processed_BA_35708.jpg,129600,14158.5,601.5706297159195,2.0339774802602584
basophil,../src/data/cropped_images/processed_BA_372647.jpg,129600,12184.5,725.7960239648819,3.440421025798039
basophil,../src/data/cropped_images/processed_BA_101611.jpg,129600,13227.0,812.2640603780746,3.969385308648185
basophil,../src/data/cropped_images/processed_BA_812946.jpg,129600,10720.0,545.5289982557297,2.2091796426677743
basophil,../src/data/cropped_images/processed_BA_546746.jpg,129600,8868.5,769.5950142145157,5.314525027270311
basophil,../src/data/cropped_images/processed_BA_500713.jpg,129600,8562.0,448.61731147766113,1.8705398686717885
basophil,../src/data/cropped_images/processed_BA_188974.jpg,129600,11440.0,461.4457393884659,1.481171654825561
basophil,../src/data/cropped_images/processed_BA_981874.jpg,129600,8067.0,749.8376539945602,5.546417654024374
basophil,../src/data/cropped_images/processed_BA_74973.jpg,129600,11227.0,635.3279881477356,2.861029849334276
basophil,../src/data/cropped_images/processed_BA_583432.jpg,129600,9519.5,536.1147849559784,2.402655841133001
basophil,../src/data/cropped_images/processed_BA_988844.jpg,129600,14285.0,981.8620396852493,5.370451896872384
basophil,../src/data/cropped_images/processed_BA_451206.jpg,129600,15837.0,755.3523740768433,2.8669255582752253
basophil,../src/data/cropped_images/processed_BA_654891.jpg,129600,14064.5,564.1980451345444,1.8010633660842552
basophil,../src/data/cropped_images/processed_BA_677090.jpg,129600,13674.0,495.3868634700775,1.4281819245276293
basophil,../src/data/cropped_images/processed_BA_744466.jpg,129600,10591.5,566.7422014474869,2.4132580916158464
basophil,../src/data/cropped_images/processed_BA_332707.jpg,129600,12976.0,639.1269776821136,2.5050915284782964
basophil,../src/data/cropped_images/processed_BA_221009.jpg,129600,9041.5,483.8305139541626,2.060327023398039
basophil,../src/data/cropped_images/processed_BA_515691.jpg,129600,9334.0,680.5828210115433,3.948974275583573
basophil,../src/data/cropped_images/processed_BA_183362.jpg,129600,7593.5,549.7716391086578,3.167472136951907
basophil,../src/data/cropped_images/processed_BA_880798.jpg,129600,10198.5,1067.4427729845047,8.890844984079667
basophil,../src/data/cropped_images/processed_BA_835645.jpg,129600,10501.0,513.0437171459198,1.9946569957810592
basophil,../src/data/cropped_images/processed_BA_636027.jpg,129600,8448.0,395.9898952245712,1.4770814309885427
basophil,../src/data/cropped_images/processed_BA_19779.jpg,129600,10105.5,662.6833264827728,3.4581546946718644
basophil,../src/data/cropped_images/processed_BA_237864.jpg,129600,8985.5,778.9087215662003,5.3730517186553195
basophil,../src/data/cropped_images/processed_BA_893914.jpg,129600,13066.5,552.1147850751877,1.8564771907016244
basophil,../src/data/cropped_images/processed_BA_490880.jpg,129600,9454.5,714.6244504451752,4.298404797540154
basophil,../src/data/cropped_images/processed_BA_852185.jpg,129600,12144.0,667.955403804779,2.9236360799162315
basophil,../src/data/cropped_images/processed_BA_995394.jpg,129600,9140.5,910.3056902885437,7.214308304039564
basophil,../src/data/cropped_images/processed_BA_540646.jpg,129600,10211.5,475.0020867586136,1.7582945477086085
basophil,../src/data/cropped_images/processed_BA_178853.jpg,129600,16702.0,947.8620396852493,4.280671668316512
basophil,../src/data/cropped_images/processed_BA_911725.jpg,129600,10978.5,559.2863570451736,2.2673344185780526
basophil,../src/data/cropped_images/processed_BA_344479.jpg,129600,10912.0,675.1269779205322,3.323967003453965
basophil,../src/data/cropped_images/processed_BA_332289.jpg,129600,13444.5,1350.923001408577,10.802062182047502
basophil,../src/data/cropped_images/processed_BA_589888.jpg,129600,8856.0,367.7056235074997,1.2149350790678943
basophil,../src/data/cropped_images/processed_BA_421910.jpg,129600,11060.0,758.4650700092316,4.139102473943291
basophil,../src/data/cropped_images/processed_BA_684441.jpg,129600,14967.5,741.9381595849991,2.926687050637073
basophil,../src/data/cropped_images/processed_BA_999747.jpg,129600,13219.5,541.4873682260513,1.765028679760569
basophil,../src/data/cropped_images/processed_BA_78609.jpg,129600,10816.0,596.9848411083221,2.6221049135371817
basophil,../src/data/cropped_images/processed_BA_929127.jpg,129600,10324.5,487.14422285556793,1.8290948225435766
basophil,../src/data/cropped_images/processed_BA_427583.jpg,129600,10901.5,792.8498467206955,4.588658842591391
basophil,../src/data/cropped_images/processed_BA_736344.jpg,129600,11421.0,711.5533835887909,3.5277758328723583
basophil,../src/data/cropped_images/processed_BA_696680.jpg,129600,10150.0,612.1564149856567,2.9379804641499563
basophil,../src/data/cropped_images/processed_BA_518773.jpg,129600,10101.5,415.40410709381104,1.359395537636442
basophil,../src/data/cropped_images/processed_BA_242626.jpg,129600,12254.5,625.5706295967102,2.5412491174771037
basophil,../src/data/cropped_images/processed_BA_296311.jpg,129600,10791.5,1187.04075217247,10.390574935234419
basophil,../src/data/cropped_images/processed_BA_351114.jpg,129600,12564.0,579.671134352684,2.1282642860877075
basophil,../src/data/cropped_images/processed_BA_374431.jpg,129600,9586.0,999.116871714592,8.286770225083421
basophil,../src/data/cropped_images/processed_BA_407690.jpg,129600,11602.0,777.4945080280304,4.146216110861028
basophil,../src/data/cropped_images/processed_BA_465767.jpg,129600,11134.0,624.9259663820267,2.791232800308822
basophil,../src/data/cropped_images/processed_BA_60640.jpg,129600,10773.5,538.9432108402252,2.1454546096577722
basophil,../src/data/cropped_images/processed_BA_760857.jpg,129600,10026.0,392.33304035663605,1.2217214623471717
basophil,../src/data/cropped_images/processed_BA_759768.jpg,129600,11100.0,541.0437172651291,2.0986106560020166
basophil,../src/data/cropped_images/processed_BA_327727.jpg,129600,13223.0,668.9259667396545,2.692875331826163
basophil,../src/data/cropped_images/processed_BA_753251.jpg,129600,11970.5,489.48736810684204,1.5927984428025816
basophil,../src/data/cropped_images/processed_BA_87226.jpg,129600,10155.5,675.7960246801376,3.578657131614257
basophil,../src/data/cropped_images/processed_BA_952797.jpg,129600,12998.5,848.7077112197876,4.409742128858068
basophil,../src/data/cropped_images/processed_BA_720056.jpg,129600,9982.5,499.8305141925812,1.9915735457417885
basophil,../src/data/cropped_images/processed_BA_147282.jpg,129600,12159.5,624.6833255290985,2.5538433003626206
basophil,../src/data/cropped_images/processed_BA_89223.jpg,129600,11289.5,522.6589403152466,1.9255384501547037
basophil,../src/data/cropped_images/processed_BA_433045.jpg,129600,9717.0,394.81832206249237,1.2765932101005428
basophil,../src/data/cropped_images/processed_BA_141630.jpg,129600,12469.0,442.4751752614975,1.2495002027711866
basophil,../src/data/cropped_images/processed_BA_46485.jpg,129600,10967.5,516.801077246666,1.9378908556217582
basophil,../src/data/cropped_images/processed_BA_8742.jpg,129600,13852.5,673.9970346689224,2.609624065862625
basophil,../src/data/cropped_images/processed_BA_916894.jpg,129600,13364.0,501.24472773075104,1.4960747878771223
basophil,../src/data/cropped_images/processed_BA_711276.jpg,129600,9081.0,363.01933240890503,1.1548244437686181
basophil,../src/data/cropped_images/processed_BA_897436.jpg,129600,10182.0,445.93101930618286,1.5541481285488286
basophil,../src/data/cropped_images/processed_BA_537209.jpg,129600,10325.5,585.7127635478973,2.6439206755331583
basophil,../src/data/cropped_images/processed_BA_421331.jpg,129600,14156.5,515.0020866394043,1.4909127200998065
basophil,../src/data/cropped_images/processed_BA_198153.jpg,129600,12377.0,598.1564147472382,2.300404847813071
basophil,../src/data/cropped_images/processed_BA_640005.jpg,129600,13248.5,645.2274812459946,2.500628281777262
basophil,../src/data/cropped_images/processed_BA_434728.jpg,129600,13793.5,724.9087212085724,3.0316726521907964
basophil,../src/data/cropped_images/processed_BA_756115.jpg,129600,14901.0,704.7249563932419,2.652247349682892
basophil,../src/data/cropped_images/processed_BA_89221.jpg,129600,8963.5,493.002086520195,2.1577942318914385
basophil,../src/data/cropped_images/processed_BA_368595.jpg,129600,9647.5,703.1097316741943,4.077759110994053
basophil,../src/data/cropped_images/processed_BA_899396.jpg,129600,15231.0,718.5239460468292,2.6973929028929726
basophil,../src/data/cropped_images/processed_BA_712958.jpg,129600,9100.5,657.5117532014847,3.780349236407624
basophil,../src/data/cropped_images/processed_BA_277489.jpg,129600,12184.0,744.8670922517776,3.6237466038476978
basophil,../src/data/cropped_images/processed_BA_925938.jpg,129600,9353.0,523.7300082445145,2.33374885857631
basophil,../src/data/cropped_images/processed_BA_863951.jpg,129600,11558.0,497.0437170267105,1.700969876993093
basophil,../src/data/cropped_images/processed_BA_119883.jpg,129600,7128.5,373.7472538948059,1.5593657918514792
basophil,../src/data/cropped_images/processed_BA_948281.jpg,129600,10400.5,525.1442229747772,2.110051727776513
basophil,../src/data/cropped_images/processed_BA_985581.jpg,129600,13463.0,497.58787393569946,1.4634836220004805
basophil,../src/data/cropped_images/processed_BA_513630.jpg,129600,9516.5,845.1929928064346,5.973442116431083
basophil,../src/data/cropped_images/processed_BA_338836.jpg,129600,11478.5,462.5168055295944,1.4830644758711269
basophil,../src/data/cropped_images/processed_BA_93721.jpg,129600,14050.5,1107.3006373643875,6.944315702023948
basophil,../src/data/cropped_images/processed_BA_520588.jpg,129600,9586.0,485.5878738164902,1.957439632022607
basophil,../src/data/cropped_images/processed_BA_441957.jpg,129600,11267.0,685.5533838272095,3.319436761244698
basophil,../src/data/cropped_images/processed_BA_945174.jpg,129600,11833.0,568.3574248552322,2.172392762268197
basophil,../src/data/cropped_images/processed_BA_472351.jpg,129600,10555.5,787.8792834281921,4.679836586769478
basophil,../src/data/cropped_images/processed_BA_482920.jpg,129600,12126.5,751.2518675327301,3.7036146567974204
basophil,../src/data/cropped_images/processed_BA_92205.jpg,129600,8135.5,669.6538891792297,4.386384290286691
basophil,../src/data/cropped_images/processed_BA_305341.jpg,129600,11128.0,479.1025929450989,1.6414590835783456
basophil,../src/data/cropped_images/processed_BA_307542.jpg,129600,12823.0,870.0630487203598,4.697880258749531
basophil,../src/data/cropped_images/processed_BA_360297.jpg,129600,13514.5,485.83051455020905,1.3898237577310477
basophil,../src/data/cropped_images/processed_BA_662105.jpg,129600,9746.0,498.21529018878937,2.0267390377142744
basophil,../src/data/cropped_images/processed_BA_304705.jpg,129600,10356.0,635.4701229333878,3.103047100116428
basophil,../src/data/cropped_images/processed_BA_206112.jpg,129600,8608.0,1061.2001329660416,10.4107608231331
basophil,../src/data/cropped_images/processed_BA_785211.jpg,129600,10685.0,467.9310191869736,1.6307195605285327
basophil,../src/data/cropped_images/processed_BA_305180.jpg,129600,10233.0,534.7005710601807,2.2233531891113993
basophil,../src/data/cropped_images/processed_BA_628597.jpg,129600,13310.5,456.85995173454285,1.2478487413623929
basophil,../src/data/cropped_images/processed_BA_462426.jpg,129600,12440.0,639.4112476110458,2.6153529021877437
basophil,../src/data/cropped_images/processed_BA_576309.jpg,129600,10004.5,413.8893893957138,1.3625841509102863
basophil,../src/data/cropped_images/processed_BA_609565.jpg,129600,7876.0,400.3330407142639,1.6192999370424306
basophil,../src/data/cropped_images/processed_BA_422994.jpg,129600,10432.0,512.5584361553192,2.0040535840686893
basophil,../src/data/cropped_images/processed_BA_630455.jpg,129600,14326.5,860.5067006349564,4.112998439937419
basophil,../src/data/cropped_images/processed_BA_660263.jpg,129600,9698.0,548.1564152240753,2.465567850524845
basophil,../src/data/cropped_images/processed_BA_418374.jpg,129600,9559.0,554.8427065610886,2.5628160640305335
basophil,../src/data/cropped_images/processed_BA_679732.jpg,129600,16245.5,493.14422273635864,1.191255593325367
basophil,../src/data/cropped_images/processed_BA_616487.jpg,129600,9600.5,510.3157958984375,2.158610606638416
basophil,../src/data/cropped_images/processed_BA_594428.jpg,129600,10720.5,635.3107422590256,2.996039206560831
