Label,White_Area,Mask_Path
5,10075,/content/drive/MyDrive/unet/filtered_masks_test/MY_965752.jpg
5,9625,/content/drive/MyDrive/unet/filtered_masks_test/MY_716779.jpg
5,7222,/content/drive/MyDrive/unet/filtered_masks_test/MY_845740.jpg
5,10079,/content/drive/MyDrive/unet/filtered_masks_test/MY_530679.jpg
5,9252,/content/drive/MyDrive/unet/filtered_masks_test/PMY_195359.jpg
5,11823,/content/drive/MyDrive/unet/filtered_masks_test/PMY_864766.jpg
5,6384,/content/drive/MyDrive/unet/filtered_masks_test/MY_546300.jpg
5,7895,/content/drive/MyDrive/unet/filtered_masks_test/MY_622554.jpg
5,12725,/content/drive/MyDrive/unet/filtered_masks_test/MY_726064.jpg
5,9268,/content/drive/MyDrive/unet/filtered_masks_test/PMY_648773.jpg
5,11388,/content/drive/MyDrive/unet/filtered_masks_test/PMY_910991.jpg
5,8334,/content/drive/MyDrive/unet/filtered_masks_test/MY_226006.jpg
5,11737,/content/drive/MyDrive/unet/filtered_masks_test/PMY_941302.jpg
5,9456,/content/drive/MyDrive/unet/filtered_masks_test/PMY_529867.jpg
5,12095,/content/drive/MyDrive/unet/filtered_masks_test/PMY_977800.jpg
5,9071,/content/drive/MyDrive/unet/filtered_masks_test/MY_779896.jpg
5,8170,/content/drive/MyDrive/unet/filtered_masks_test/MY_823559.jpg
5,5255,/content/drive/MyDrive/unet/filtered_masks_test/MY_669622.jpg
5,8269,/content/drive/MyDrive/unet/filtered_masks_test/MY_895269.jpg
5,6544,/content/drive/MyDrive/unet/filtered_masks_test/MY_94074.jpg
5,7307,/content/drive/MyDrive/unet/filtered_masks_test/MY_654868.jpg
5,7446,/content/drive/MyDrive/unet/filtered_masks_test/PMY_377034.jpg
5,10758,/content/drive/MyDrive/unet/filtered_masks_test/MY_67060.jpg
5,11356,/content/drive/MyDrive/unet/filtered_masks_test/PMY_938143.jpg
5,10824,/content/drive/MyDrive/unet/filtered_masks_test/MY_798336.jpg
5,12284,/content/drive/MyDrive/unet/filtered_masks_test/MY_513277.jpg
5,7974,/content/drive/MyDrive/unet/filtered_masks_test/MY_365478.jpg
5,7874,/content/drive/MyDrive/unet/filtered_masks_test/MY_24200.jpg
5,7248,/content/drive/MyDrive/unet/filtered_masks_test/MY_455915.jpg
5,7895,/content/drive/MyDrive/unet/filtered_masks_test/MY_785676.jpg
5,11125,/content/drive/MyDrive/unet/filtered_masks_test/MY_914558.jpg
5,6746,/content/drive/MyDrive/unet/filtered_masks_test/MY_164630.jpg
5,9423,/content/drive/MyDrive/unet/filtered_masks_test/MY_232933.jpg
5,6576,/content/drive/MyDrive/unet/filtered_masks_test/MY_486264.jpg
5,10953,/content/drive/MyDrive/unet/filtered_masks_test/MY_731116.jpg
5,6818,/content/drive/MyDrive/unet/filtered_masks_test/MY_914810.jpg
5,8445,/content/drive/MyDrive/unet/filtered_masks_test/PMY_208227.jpg
5,7163,/content/drive/MyDrive/unet/filtered_masks_test/MY_351627.jpg
5,9326,/content/drive/MyDrive/unet/filtered_masks_test/PMY_809845.jpg
5,7928,/content/drive/MyDrive/unet/filtered_masks_test/MY_191876.jpg
5,13147,/content/drive/MyDrive/unet/filtered_masks_test/PMY_44436.jpg
5,5964,/content/drive/MyDrive/unet/filtered_masks_test/MY_719326.jpg
5,9551,/content/drive/MyDrive/unet/filtered_masks_test/MY_329365.jpg
5,9848,/content/drive/MyDrive/unet/filtered_masks_test/PMY_232995.jpg
5,13228,/content/drive/MyDrive/unet/filtered_masks_test/PMY_362457.jpg
5,8479,/content/drive/MyDrive/unet/filtered_masks_test/MY_579000.jpg
5,7275,/content/drive/MyDrive/unet/filtered_masks_test/MY_210999.jpg
5,10556,/content/drive/MyDrive/unet/filtered_masks_test/MY_98644.jpg
5,10841,/content/drive/MyDrive/unet/filtered_masks_test/MY_139124.jpg
5,8829,/content/drive/MyDrive/unet/filtered_masks_test/MY_335063.jpg
5,7888,/content/drive/MyDrive/unet/filtered_masks_test/MY_481411.jpg
5,14542,/content/drive/MyDrive/unet/filtered_masks_test/PMY_303945.jpg
5,11358,/content/drive/MyDrive/unet/filtered_masks_test/MY_517725.jpg
5,8874,/content/drive/MyDrive/unet/filtered_masks_test/MY_379326.jpg
5,8528,/content/drive/MyDrive/unet/filtered_masks_test/MY_99005.jpg
5,6907,/content/drive/MyDrive/unet/filtered_masks_test/PMY_17683.jpg
5,10627,/content/drive/MyDrive/unet/filtered_masks_test/MY_54042.jpg
5,8603,/content/drive/MyDrive/unet/filtered_masks_test/MY_789668.jpg
5,8139,/content/drive/MyDrive/unet/filtered_masks_test/MY_518131.jpg
5,9750,/content/drive/MyDrive/unet/filtered_masks_test/MY_671303.jpg
5,10269,/content/drive/MyDrive/unet/filtered_masks_test/MY_871007.jpg
5,6997,/content/drive/MyDrive/unet/filtered_masks_test/MY_79413.jpg
5,10472,/content/drive/MyDrive/unet/filtered_masks_test/PMY_514938.jpg
5,7884,/content/drive/MyDrive/unet/filtered_masks_test/PMY_794253.jpg
5,8269,/content/drive/MyDrive/unet/filtered_masks_test/MY_401595.jpg
5,9433,/content/drive/MyDrive/unet/filtered_masks_test/MY_321048.jpg
5,3854,/content/drive/MyDrive/unet/filtered_masks_test/MY_32784.jpg
5,9366,/content/drive/MyDrive/unet/filtered_masks_test/PMY_844933.jpg
5,10798,/content/drive/MyDrive/unet/filtered_masks_test/PMY_787838.jpg
5,9117,/content/drive/MyDrive/unet/filtered_masks_test/MY_423958.jpg
5,8523,/content/drive/MyDrive/unet/filtered_masks_test/MY_569869.jpg
5,8939,/content/drive/MyDrive/unet/filtered_masks_test/MY_927181.jpg
5,10506,/content/drive/MyDrive/unet/filtered_masks_test/PMY_10323.jpg
5,9585,/content/drive/MyDrive/unet/filtered_masks_test/PMY_288954.jpg
5,9837,/content/drive/MyDrive/unet/filtered_masks_test/MY_589414.jpg
5,6715,/content/drive/MyDrive/unet/filtered_masks_test/MY_125978.jpg
5,9787,/content/drive/MyDrive/unet/filtered_masks_test/PMY_527986.jpg
5,10293,/content/drive/MyDrive/unet/filtered_masks_test/PMY_130948.jpg
5,13693,/content/drive/MyDrive/unet/filtered_masks_test/MY_748937.jpg
5,7318,/content/drive/MyDrive/unet/filtered_masks_test/MY_406693.jpg
5,5539,/content/drive/MyDrive/unet/filtered_masks_test/MY_479364.jpg
5,10382,/content/drive/MyDrive/unet/filtered_masks_test/PMY_293093.jpg
5,12599,/content/drive/MyDrive/unet/filtered_masks_test/MY_944589.jpg
5,7515,/content/drive/MyDrive/unet/filtered_masks_test/MY_677034.jpg
5,8582,/content/drive/MyDrive/unet/filtered_masks_test/MY_838500.jpg
5,7117,/content/drive/MyDrive/unet/filtered_masks_test/MY_84960.jpg
5,9032,/content/drive/MyDrive/unet/filtered_masks_test/PMY_39029.jpg
5,10798,/content/drive/MyDrive/unet/filtered_masks_test/MY_708150.jpg
5,11042,/content/drive/MyDrive/unet/filtered_masks_test/PMY_641217.jpg
5,8693,/content/drive/MyDrive/unet/filtered_masks_test/MY_444564.jpg
5,8773,/content/drive/MyDrive/unet/filtered_masks_test/PMY_3305.jpg
5,7943,/content/drive/MyDrive/unet/filtered_masks_test/PMY_75482.jpg
5,11413,/content/drive/MyDrive/unet/filtered_masks_test/PMY_141931.jpg
5,5893,/content/drive/MyDrive/unet/filtered_masks_test/MY_365367.jpg
5,7799,/content/drive/MyDrive/unet/filtered_masks_test/MY_612346.jpg
5,7283,/content/drive/MyDrive/unet/filtered_masks_test/MY_909861.jpg
5,9193,/content/drive/MyDrive/unet/filtered_masks_test/PMY_915805.jpg
5,9176,/content/drive/MyDrive/unet/filtered_masks_test/PMY_178755.jpg
5,12607,/content/drive/MyDrive/unet/filtered_masks_test/PMY_238727.jpg
5,8653,/content/drive/MyDrive/unet/filtered_masks_test/PMY_258136.jpg
5,9352,/content/drive/MyDrive/unet/filtered_masks_test/MY_284921.jpg
5,9382,/content/drive/MyDrive/unet/filtered_masks_test/MY_272861.jpg
5,7078,/content/drive/MyDrive/unet/filtered_masks_test/PMY_755032.jpg
5,8358,/content/drive/MyDrive/unet/filtered_masks_test/MY_505118.jpg
5,6840,/content/drive/MyDrive/unet/filtered_masks_test/MY_671490.jpg
5,10327,/content/drive/MyDrive/unet/filtered_masks_test/MY_500315.jpg
5,9675,/content/drive/MyDrive/unet/filtered_masks_test/MY_272559.jpg
5,6560,/content/drive/MyDrive/unet/filtered_masks_test/MY_720346.jpg
5,7939,/content/drive/MyDrive/unet/filtered_masks_test/MY_951641.jpg
5,8185,/content/drive/MyDrive/unet/filtered_masks_test/MY_87616.jpg
5,11784,/content/drive/MyDrive/unet/filtered_masks_test/MY_721912.jpg
5,8983,/content/drive/MyDrive/unet/filtered_masks_test/MY_839682.jpg
5,10968,/content/drive/MyDrive/unet/filtered_masks_test/PMY_772483.jpg
5,8693,/content/drive/MyDrive/unet/filtered_masks_test/MY_42829.jpg
5,5590,/content/drive/MyDrive/unet/filtered_masks_test/MY_739359.jpg
5,6427,/content/drive/MyDrive/unet/filtered_masks_test/PMY_467358.jpg
5,9027,/content/drive/MyDrive/unet/filtered_masks_test/PMY_788715.jpg
5,7155,/content/drive/MyDrive/unet/filtered_masks_test/MY_102281.jpg
5,12059,/content/drive/MyDrive/unet/filtered_masks_test/PMY_589579.jpg
5,6458,/content/drive/MyDrive/unet/filtered_masks_test/MY_677420.jpg
5,13366,/content/drive/MyDrive/unet/filtered_masks_test/PMY_458308.jpg
5,8068,/content/drive/MyDrive/unet/filtered_masks_test/MY_796199.jpg
5,9293,/content/drive/MyDrive/unet/filtered_masks_test/MY_370716.jpg
5,7206,/content/drive/MyDrive/unet/filtered_masks_test/PMY_396530.jpg
5,9396,/content/drive/MyDrive/unet/filtered_masks_test/PMY_280154.jpg
5,12109,/content/drive/MyDrive/unet/filtered_masks_test/PMY_298535.jpg
5,9434,/content/drive/MyDrive/unet/filtered_masks_test/MY_714151.jpg
5,7341,/content/drive/MyDrive/unet/filtered_masks_test/MY_785566.jpg
5,11567,/content/drive/MyDrive/unet/filtered_masks_test/MY_664626.jpg
5,11712,/content/drive/MyDrive/unet/filtered_masks_test/MY_373768.jpg
5,12721,/content/drive/MyDrive/unet/filtered_masks_test/PMY_908570.jpg
5,7993,/content/drive/MyDrive/unet/filtered_masks_test/MY_595737.jpg
5,8462,/content/drive/MyDrive/unet/filtered_masks_test/MY_616290.jpg
5,13832,/content/drive/MyDrive/unet/filtered_masks_test/PMY_488304.jpg
5,7233,/content/drive/MyDrive/unet/filtered_masks_test/MY_300933.jpg
5,8251,/content/drive/MyDrive/unet/filtered_masks_test/MY_405189.jpg
5,7470,/content/drive/MyDrive/unet/filtered_masks_test/MY_838622.jpg
5,7256,/content/drive/MyDrive/unet/filtered_masks_test/MY_660162.jpg
5,11943,/content/drive/MyDrive/unet/filtered_masks_test/MY_572834.jpg
5,6404,/content/drive/MyDrive/unet/filtered_masks_test/MY_73334.jpg
5,7583,/content/drive/MyDrive/unet/filtered_masks_test/MY_623936.jpg
5,7799,/content/drive/MyDrive/unet/filtered_masks_test/MY_924222.jpg
5,8000,/content/drive/MyDrive/unet/filtered_masks_test/MY_798373.jpg
5,8477,/content/drive/MyDrive/unet/filtered_masks_test/MY_44959.jpg
5,10312,/content/drive/MyDrive/unet/filtered_masks_test/MY_870693.jpg
5,8400,/content/drive/MyDrive/unet/filtered_masks_test/MY_573045.jpg
5,8073,/content/drive/MyDrive/unet/filtered_masks_test/MY_437099.jpg
5,9024,/content/drive/MyDrive/unet/filtered_masks_test/MY_220331.jpg
5,11203,/content/drive/MyDrive/unet/filtered_masks_test/MY_419294.jpg
5,8407,/content/drive/MyDrive/unet/filtered_masks_test/MY_564217.jpg
5,6207,/content/drive/MyDrive/unet/filtered_masks_test/MY_676267.jpg
5,10742,/content/drive/MyDrive/unet/filtered_masks_test/MY_247442.jpg
5,8337,/content/drive/MyDrive/unet/filtered_masks_test/MY_867235.jpg
5,6838,/content/drive/MyDrive/unet/filtered_masks_test/MY_22182.jpg
5,14269,/content/drive/MyDrive/unet/filtered_masks_test/PMY_193459.jpg
5,9902,/content/drive/MyDrive/unet/filtered_masks_test/MY_74286.jpg
5,8221,/content/drive/MyDrive/unet/filtered_masks_test/MY_991121.jpg
5,5154,/content/drive/MyDrive/unet/filtered_masks_test/MY_964723.jpg
5,6777,/content/drive/MyDrive/unet/filtered_masks_test/MY_195677.jpg
5,8683,/content/drive/MyDrive/unet/filtered_masks_test/MY_613546.jpg
5,8055,/content/drive/MyDrive/unet/filtered_masks_test/MY_421128.jpg
5,9805,/content/drive/MyDrive/unet/filtered_masks_test/MY_252718.jpg
5,7445,/content/drive/MyDrive/unet/filtered_masks_test/MY_944972.jpg
5,11224,/content/drive/MyDrive/unet/filtered_masks_test/PMY_689503.jpg
5,7966,/content/drive/MyDrive/unet/filtered_masks_test/MY_647074.jpg
5,11384,/content/drive/MyDrive/unet/filtered_masks_test/PMY_171652.jpg
5,7271,/content/drive/MyDrive/unet/filtered_masks_test/MY_36253.jpg
5,8762,/content/drive/MyDrive/unet/filtered_masks_test/MY_774006.jpg
5,7294,/content/drive/MyDrive/unet/filtered_masks_test/MY_562076.jpg
5,8029,/content/drive/MyDrive/unet/filtered_masks_test/MY_697953.jpg
5,6186,/content/drive/MyDrive/unet/filtered_masks_test/PMY_520542.jpg
5,8955,/content/drive/MyDrive/unet/filtered_masks_test/MY_422387.jpg
5,12147,/content/drive/MyDrive/unet/filtered_masks_test/PMY_465567.jpg
5,7318,/content/drive/MyDrive/unet/filtered_masks_test/MY_297345.jpg
5,9329,/content/drive/MyDrive/unet/filtered_masks_test/MY_93048.jpg
5,11193,/content/drive/MyDrive/unet/filtered_masks_test/MY_953614.jpg
5,8533,/content/drive/MyDrive/unet/filtered_masks_test/MY_833930.jpg
5,7690,/content/drive/MyDrive/unet/filtered_masks_test/MY_30015.jpg
5,9119,/content/drive/MyDrive/unet/filtered_masks_test/MY_296620.jpg
5,6533,/content/drive/MyDrive/unet/filtered_masks_test/MY_952273.jpg
5,6116,/content/drive/MyDrive/unet/filtered_masks_test/MY_880628.jpg
5,9912,/content/drive/MyDrive/unet/filtered_masks_test/PMY_434173.jpg
5,7052,/content/drive/MyDrive/unet/filtered_masks_test/MY_497800.jpg
5,9367,/content/drive/MyDrive/unet/filtered_masks_test/MY_773562.jpg
5,8632,/content/drive/MyDrive/unet/filtered_masks_test/MY_796308.jpg
5,7312,/content/drive/MyDrive/unet/filtered_masks_test/MY_90777.jpg
5,6688,/content/drive/MyDrive/unet/filtered_masks_test/MY_637556.jpg
5,11415,/content/drive/MyDrive/unet/filtered_masks_test/MY_221607.jpg
5,8112,/content/drive/MyDrive/unet/filtered_masks_test/MY_486536.jpg
5,9553,/content/drive/MyDrive/unet/filtered_masks_test/PMY_841428.jpg
5,7453,/content/drive/MyDrive/unet/filtered_masks_test/MY_564953.jpg
5,7805,/content/drive/MyDrive/unet/filtered_masks_test/MY_256477.jpg
5,6481,/content/drive/MyDrive/unet/filtered_masks_test/MY_325489.jpg
5,6254,/content/drive/MyDrive/unet/filtered_masks_test/MY_767938.jpg
5,11235,/content/drive/MyDrive/unet/filtered_masks_test/PMY_489113.jpg
5,8475,/content/drive/MyDrive/unet/filtered_masks_test/PMY_918745.jpg
5,11609,/content/drive/MyDrive/unet/filtered_masks_test/PMY_193829.jpg
5,8792,/content/drive/MyDrive/unet/filtered_masks_test/MY_142994.jpg
5,12280,/content/drive/MyDrive/unet/filtered_masks_test/PMY_923824.jpg
5,12046,/content/drive/MyDrive/unet/filtered_masks_test/PMY_984217.jpg
5,7121,/content/drive/MyDrive/unet/filtered_masks_test/MY_732154.jpg
5,8380,/content/drive/MyDrive/unet/filtered_masks_test/MY_86775.jpg
5,11245,/content/drive/MyDrive/unet/filtered_masks_test/PMY_277490.jpg
5,10671,/content/drive/MyDrive/unet/filtered_masks_test/PMY_656779.jpg
5,7589,/content/drive/MyDrive/unet/filtered_masks_test/MY_950610.jpg
5,6793,/content/drive/MyDrive/unet/filtered_masks_test/MY_303539.jpg
5,7270,/content/drive/MyDrive/unet/filtered_masks_test/MY_364905.jpg
5,10625,/content/drive/MyDrive/unet/filtered_masks_test/MY_249139.jpg
5,6471,/content/drive/MyDrive/unet/filtered_masks_test/MY_879734.jpg
5,13881,/content/drive/MyDrive/unet/filtered_masks_test/MY_313667.jpg
5,7285,/content/drive/MyDrive/unet/filtered_masks_test/MY_878079.jpg
5,8400,/content/drive/MyDrive/unet/filtered_masks_test/PMY_445168.jpg
5,6400,/content/drive/MyDrive/unet/filtered_masks_test/MY_899717.jpg
5,9625,/content/drive/MyDrive/unet/filtered_masks_test/MY_277351.jpg
5,15132,/content/drive/MyDrive/unet/filtered_masks_test/PMY_168585.jpg
5,7462,/content/drive/MyDrive/unet/filtered_masks_test/MY_423491.jpg
5,6968,/content/drive/MyDrive/unet/filtered_masks_test/MY_494276.jpg
5,6486,/content/drive/MyDrive/unet/filtered_masks_test/MY_205210.jpg
5,6637,/content/drive/MyDrive/unet/filtered_masks_test/MY_568798.jpg
5,6080,/content/drive/MyDrive/unet/filtered_masks_test/MY_248301.jpg
5,10533,/content/drive/MyDrive/unet/filtered_masks_test/PMY_783521.jpg
5,7928,/content/drive/MyDrive/unet/filtered_masks_test/MY_968271.jpg
5,11629,/content/drive/MyDrive/unet/filtered_masks_test/PMY_715143.jpg
5,6867,/content/drive/MyDrive/unet/filtered_masks_test/MY_281819.jpg
5,8571,/content/drive/MyDrive/unet/filtered_masks_test/MY_285737.jpg
5,8281,/content/drive/MyDrive/unet/filtered_masks_test/PMY_804177.jpg
5,9332,/content/drive/MyDrive/unet/filtered_masks_test/MY_32121.jpg
5,9499,/content/drive/MyDrive/unet/filtered_masks_test/PMY_804781.jpg
5,9081,/content/drive/MyDrive/unet/filtered_masks_test/MY_879353.jpg
5,6510,/content/drive/MyDrive/unet/filtered_masks_test/MY_85661.jpg
5,8467,/content/drive/MyDrive/unet/filtered_masks_test/MY_367960.jpg
5,6753,/content/drive/MyDrive/unet/filtered_masks_test/MY_693350.jpg
5,9974,/content/drive/MyDrive/unet/filtered_masks_test/MY_582963.jpg
5,10177,/content/drive/MyDrive/unet/filtered_masks_test/MY_642400.jpg
5,9145,/content/drive/MyDrive/unet/filtered_masks_test/PMY_665046.jpg
5,8790,/content/drive/MyDrive/unet/filtered_masks_test/MY_47265.jpg
5,10866,/content/drive/MyDrive/unet/filtered_masks_test/PMY_589542.jpg
5,8094,/content/drive/MyDrive/unet/filtered_masks_test/MY_251361.jpg
5,10338,/content/drive/MyDrive/unet/filtered_masks_test/PMY_542512.jpg
5,8194,/content/drive/MyDrive/unet/filtered_masks_test/MY_357655.jpg
5,9813,/content/drive/MyDrive/unet/filtered_masks_test/PMY_158728.jpg
5,8007,/content/drive/MyDrive/unet/filtered_masks_test/MY_947904.jpg
5,13389,/content/drive/MyDrive/unet/filtered_masks_test/PMY_396397.jpg
5,8563,/content/drive/MyDrive/unet/filtered_masks_test/PMY_397291.jpg
5,7722,/content/drive/MyDrive/unet/filtered_masks_test/MY_890247.jpg
5,5471,/content/drive/MyDrive/unet/filtered_masks_test/MY_637046.jpg
5,7493,/content/drive/MyDrive/unet/filtered_masks_test/MY_856015.jpg
5,8055,/content/drive/MyDrive/unet/filtered_masks_test/MY_22017.jpg
5,11752,/content/drive/MyDrive/unet/filtered_masks_test/PMY_218425.jpg
5,7712,/content/drive/MyDrive/unet/filtered_masks_test/MY_598453.jpg
5,6777,/content/drive/MyDrive/unet/filtered_masks_test/MY_638475.jpg
5,10509,/content/drive/MyDrive/unet/filtered_masks_test/PMY_474062.jpg
5,7935,/content/drive/MyDrive/unet/filtered_masks_test/PMY_327563.jpg
5,10053,/content/drive/MyDrive/unet/filtered_masks_test/MY_952584.jpg
5,7023,/content/drive/MyDrive/unet/filtered_masks_test/MY_894949.jpg
5,10933,/content/drive/MyDrive/unet/filtered_masks_test/MY_155817.jpg
5,12727,/content/drive/MyDrive/unet/filtered_masks_test/PMY_207044.jpg
5,6584,/content/drive/MyDrive/unet/filtered_masks_test/MY_713891.jpg
5,7546,/content/drive/MyDrive/unet/filtered_masks_test/MY_157291.jpg
5,10542,/content/drive/MyDrive/unet/filtered_masks_test/MY_830761.jpg
5,8816,/content/drive/MyDrive/unet/filtered_masks_test/MY_587356.jpg
5,9827,/content/drive/MyDrive/unet/filtered_masks_test/MY_904809.jpg
5,7356,/content/drive/MyDrive/unet/filtered_masks_test/MY_395179.jpg
5,8608,/content/drive/MyDrive/unet/filtered_masks_test/MY_463215.jpg
5,6597,/content/drive/MyDrive/unet/filtered_masks_test/MY_480081.jpg
5,7990,/content/drive/MyDrive/unet/filtered_masks_test/MY_920196.jpg
