Label,Image_Path,White_Area
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_61193.jpg,8529
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_782369.jpg,7055
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_985577.jpg,10864
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_498640.jpg,12279
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_515807.jpg,13589
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_226775.jpg,8182
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_979886.jpg,7344
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_661357.jpg,6187
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_713436.jpg,14391
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_773503.jpg,10338
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_772454.jpg,8773
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_987909.jpg,6837
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_28761.jpg,11183
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_297519.jpg,12628
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_42264.jpg,7036
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_977916.jpg,8187
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_812561.jpg,6675
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_446733.jpg,9891
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_288699.jpg,7096
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_415231.jpg,10702
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_975062.jpg,6634
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_784590.jpg,8410
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_89876.jpg,11215
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_557419.jpg,11103
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_796085.jpg,7819
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_519130.jpg,11191
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_430427.jpg,13951
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_465350.jpg,14345
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_965752.jpg,10075
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_716779.jpg,9625
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_845740.jpg,7222
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_530679.jpg,10079
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_195359.jpg,9252
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_864766.jpg,11823
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_546300.jpg,6384
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_622554.jpg,7895
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_726064.jpg,12725
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_648773.jpg,9268
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_910991.jpg,11388
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_226006.jpg,8334
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_941302.jpg,11737
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_529867.jpg,9456
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_977800.jpg,12095
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_779896.jpg,9071
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_823559.jpg,8170
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_669622.jpg,5255
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_895269.jpg,8269
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_94074.jpg,6544
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_654868.jpg,7307
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_377034.jpg,7446
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_67060.jpg,10758
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_938143.jpg,11356
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_798336.jpg,10824
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_513277.jpg,12284
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_365478.jpg,7974
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_24200.jpg,7874
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_455915.jpg,7248
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_785676.jpg,7895
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_914558.jpg,11125
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_164630.jpg,6746
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_232933.jpg,9423
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_486264.jpg,6576
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_731116.jpg,10953
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_914810.jpg,6818
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_208227.jpg,8445
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_351627.jpg,7163
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_809845.jpg,9326
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_191876.jpg,7928
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_44436.jpg,13147
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_719326.jpg,5964
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_329365.jpg,9551
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_232995.jpg,9848
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_362457.jpg,13228
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_579000.jpg,8479
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_210999.jpg,7275
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_98644.jpg,10556
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_139124.jpg,10841
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_335063.jpg,8829
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_481411.jpg,7888
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_303945.jpg,14542
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_517725.jpg,11358
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_379326.jpg,8874
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_99005.jpg,8528
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_17683.jpg,6907
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_54042.jpg,10627
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_789668.jpg,8603
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_518131.jpg,8139
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_671303.jpg,9750
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_871007.jpg,10269
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_79413.jpg,6997
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_514938.jpg,10472
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_794253.jpg,7884
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_401595.jpg,8269
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_321048.jpg,9433
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_32784.jpg,3854
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_844933.jpg,9366
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_787838.jpg,10798
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_423958.jpg,9117
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_569869.jpg,8523
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_927181.jpg,8939
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_10323.jpg,10506
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_288954.jpg,9585
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_589414.jpg,9837
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_125978.jpg,6715
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_527986.jpg,9787
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_130948.jpg,10293
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_748937.jpg,13693
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_406693.jpg,7318
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_479364.jpg,5539
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_293093.jpg,10382
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_944589.jpg,12599
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_677034.jpg,7515
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_838500.jpg,8582
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_84960.jpg,7117
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_39029.jpg,9032
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_708150.jpg,10798
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_641217.jpg,11042
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_444564.jpg,8693
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_3305.jpg,8773
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_75482.jpg,7943
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_141931.jpg,11413
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_365367.jpg,5893
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_612346.jpg,7799
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_909861.jpg,7283
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_915805.jpg,9193
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_178755.jpg,9176
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_238727.jpg,12607
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_258136.jpg,8653
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_284921.jpg,9352
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_272861.jpg,9382
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_755032.jpg,7078
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_505118.jpg,8358
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_671490.jpg,6840
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_500315.jpg,10327
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_272559.jpg,9675
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_720346.jpg,6560
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_951641.jpg,7939
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_87616.jpg,8185
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_721912.jpg,11784
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_839682.jpg,8983
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_772483.jpg,10968
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_42829.jpg,8693
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_739359.jpg,5590
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_467358.jpg,6427
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_788715.jpg,9027
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_102281.jpg,7155
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_589579.jpg,12059
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_677420.jpg,6458
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_458308.jpg,13366
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_796199.jpg,8068
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_370716.jpg,9293
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_396530.jpg,7206
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_280154.jpg,9396
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_298535.jpg,12109
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_714151.jpg,9434
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_785566.jpg,7341
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_664626.jpg,11567
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_373768.jpg,11712
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_908570.jpg,12721
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_595737.jpg,7993
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_616290.jpg,8462
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_488304.jpg,13832
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_300933.jpg,7233
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_405189.jpg,8251
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_838622.jpg,7470
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_660162.jpg,7256
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_572834.jpg,11943
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_73334.jpg,6404
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_623936.jpg,7583
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_924222.jpg,7799
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_798373.jpg,8000
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_44959.jpg,8477
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_870693.jpg,10312
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_573045.jpg,8400
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_437099.jpg,8073
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_220331.jpg,9024
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_419294.jpg,11203
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_564217.jpg,8407
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_676267.jpg,6207
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_247442.jpg,10742
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_867235.jpg,8337
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_22182.jpg,6838
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_193459.jpg,14269
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_74286.jpg,9902
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_991121.jpg,8221
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_964723.jpg,5154
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_195677.jpg,6777
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_613546.jpg,8683
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_421128.jpg,8055
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_252718.jpg,9805
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_944972.jpg,7445
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_689503.jpg,11224
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_647074.jpg,7966
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_171652.jpg,11384
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_36253.jpg,7271
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_774006.jpg,8762
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_562076.jpg,7294
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_697953.jpg,8029
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_520542.jpg,6186
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_422387.jpg,8955
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_465567.jpg,12147
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_297345.jpg,7318
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_93048.jpg,9329
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_953614.jpg,11193
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_833930.jpg,8533
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_30015.jpg,7690
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_296620.jpg,9119
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_952273.jpg,6533
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_880628.jpg,6116
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_434173.jpg,9912
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_497800.jpg,7052
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_773562.jpg,9367
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_796308.jpg,8632
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_90777.jpg,7312
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_637556.jpg,6688
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_221607.jpg,11415
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_486536.jpg,8112
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_841428.jpg,9553
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_564953.jpg,7453
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_256477.jpg,7805
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_325489.jpg,6481
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_767938.jpg,6254
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_489113.jpg,11235
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_918745.jpg,8475
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_193829.jpg,11609
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_142994.jpg,8792
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_923824.jpg,12280
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_984217.jpg,12046
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_732154.jpg,7121
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_86775.jpg,8380
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_277490.jpg,11245
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_656779.jpg,10671
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_950610.jpg,7589
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_303539.jpg,6793
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_364905.jpg,7270
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_249139.jpg,10625
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_879734.jpg,6471
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_313667.jpg,13881
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_878079.jpg,7285
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_445168.jpg,8400
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_899717.jpg,6400
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_277351.jpg,9625
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_168585.jpg,15132
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_423491.jpg,7462
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_494276.jpg,6968
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_205210.jpg,6486
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_568798.jpg,6637
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_248301.jpg,6080
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_783521.jpg,10533
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_968271.jpg,7928
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_715143.jpg,11629
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_281819.jpg,6867
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_285737.jpg,8571
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_804177.jpg,8281
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_32121.jpg,9332
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_804781.jpg,9499
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_879353.jpg,9081
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_85661.jpg,6510
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_367960.jpg,8467
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_693350.jpg,6753
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_582963.jpg,9974
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_642400.jpg,10177
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_665046.jpg,9145
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_47265.jpg,8790
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_589542.jpg,10866
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_251361.jpg,8094
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_542512.jpg,10338
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_357655.jpg,8194
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_158728.jpg,9813
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_947904.jpg,8007
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_396397.jpg,13389
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_397291.jpg,8563
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_890247.jpg,7722
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_637046.jpg,5471
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_856015.jpg,7493
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_22017.jpg,8055
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_218425.jpg,11752
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_598453.jpg,7712
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_638475.jpg,6777
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_474062.jpg,10509
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_327563.jpg,7935
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_952584.jpg,10053
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_894949.jpg,7023
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_155817.jpg,10933
5,/content/drive/MyDrive/unet/filtered_masks_test/PMY_207044.jpg,12727
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_713891.jpg,6584
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_157291.jpg,7546
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_830761.jpg,10542
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_587356.jpg,8816
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_904809.jpg,9827
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_395179.jpg,7356
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_463215.jpg,8608
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_480081.jpg,6597
5,/content/drive/MyDrive/unet/filtered_masks_test/MY_920196.jpg,7990
